batch_label,source_image,model,quantization,seed,steps,guidance,strength,detector,image_path,prediction,confidence,elapsed_time
sd15_fp16_s40_g3.5_str0.45,00000,sd15,fp16,123,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp16_seed123_s40_g3.5_str0.45.png,fake,0.5509,0.17
sd15_fp16_s40_g3.5_str0.45,00000,sd15,fp16,123,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp16_seed123_s40_g3.5_str0.45.png,real,0.09851519018411636,0.09323763847351074
sd15_fp4_s30_g5.0_str0.45,00001,sd15,fp4,124,30,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g5.0_str0.45.png,fake,0.9498639106750488,0.061936140060424805
sd15_fp4_s30_g5.0_str0.45,00001,sd15,fp4,124,30,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g5.0_str0.45.png,real,0.3664,0.175
sd15_fp4_s30_g5.0_str0.45,00001,sd15,fp4,124,30,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g5.0_str0.45.png,fake,0.9868069291114807,0.09158611297607422
sd15_fp8_s50_g5.0_str0.45,00000,sd15,fp8,123,50,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g5.0_str0.45.png,fake,0.6639013886451721,0.06396126747131348
sd15_fp8_s50_g5.0_str0.45,00000,sd15,fp8,123,50,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g5.0_str0.45.png,fake,0.5703,0.175
sd15_fp8_s50_g5.0_str0.45,00000,sd15,fp8,123,50,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g5.0_str0.45.png,real,0.2643088698387146,0.0899970531463623
sd15_fp16_s50_g5.0_str0.6,00001,sd15,fp16,124,50,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.6.png,fake,0.9685399532318115,0.06418395042419434
sd15_fp16_s50_g5.0_str0.6,00001,sd15,fp16,124,50,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.6.png,real,0.368,0.18
sd15_fp16_s50_g5.0_str0.6,00001,sd15,fp16,124,50,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.6.png,fake,0.9978858828544617,0.08909916877746582
sd15_fp8_s40_g6.5_str0.3,00001,sd15,fp8,124,40,6.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s40_g6.5_str0.3.png,fake,0.9112226366996765,0.06682658195495605
sd15_fp8_s40_g6.5_str0.3,00001,sd15,fp8,124,40,6.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s40_g6.5_str0.3.png,real,0.3786,0.166
sd15_fp8_s40_g6.5_str0.3,00001,sd15,fp8,124,40,6.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s40_g6.5_str0.3.png,fake,0.9781252145767212,0.09892940521240234
sd15_fp16_s30_g5.0_str0.6,00001,sd15,fp16,124,30,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g5.0_str0.6.png,fake,0.9787276387214661,0.06352472305297852
sd15_fp16_s30_g5.0_str0.6,00001,sd15,fp16,124,30,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g5.0_str0.6.png,real,0.3608,0.169
sd15_fp16_s30_g5.0_str0.6,00001,sd15,fp16,124,30,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g5.0_str0.6.png,fake,0.9983007311820984,0.09312176704406738
sd3_fp8_s30_g3.5_str0.45,00001,sd3,fp8,124,30,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.45.png,real,0.0016311085782945156,0.06225252151489258
sd3_fp8_s30_g3.5_str0.45,00001,sd3,fp8,124,30,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.45.png,real,0.3712,0.167
sd3_fp8_s30_g3.5_str0.45,00001,sd3,fp8,124,30,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.45.png,fake,0.9479078054428101,0.10237264633178711
sd3_fp8_s40_g3.5_str0.3,00000,sd3,fp8,123,40,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g3.5_str0.3.png,fake,0.9490694999694824,0.06226062774658203
sd3_fp8_s40_g3.5_str0.3,00000,sd3,fp8,123,40,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g3.5_str0.3.png,real,0.4359,0.176
sd3_fp8_s40_g3.5_str0.3,00000,sd3,fp8,123,40,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g3.5_str0.3.png,real,1.229640376507028e-16,0.08852624893188477
sd3_fp8_s30_g3.5_str0.6,00001,sd3,fp8,124,30,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.6.png,real,0.2065458744764328,0.06767773628234863
sd3_fp8_s30_g3.5_str0.6,00001,sd3,fp8,124,30,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.6.png,real,0.3863,0.173
sd3_fp8_s30_g3.5_str0.6,00001,sd3,fp8,124,30,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.6.png,fake,0.5064239501953125,0.09656167030334473
sd15_fp8_s40_g6.5_str0.3,00000,sd15,fp8,123,40,6.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s40_g6.5_str0.3.png,real,0.2332398146390915,0.06825518608093262
sd15_fp8_s40_g6.5_str0.3,00000,sd15,fp8,123,40,6.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s40_g6.5_str0.3.png,fake,0.6083,0.172
sd15_fp8_s40_g6.5_str0.3,00000,sd15,fp8,123,40,6.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s40_g6.5_str0.3.png,real,0.0022480974439531565,0.09260916709899902
sd15_fp8_s30_g6.5_str0.6,00001,sd15,fp8,124,30,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g6.5_str0.6.png,fake,0.9880401492118835,0.06471037864685059
sd15_fp8_s30_g6.5_str0.6,00001,sd15,fp8,124,30,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g6.5_str0.6.png,real,0.3583,0.168
sd15_fp8_s30_g6.5_str0.6,00001,sd15,fp8,124,30,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g6.5_str0.6.png,fake,0.998205304145813,0.09080290794372559
sd15_fp16_s50_g3.5_str0.3,00001,sd15,fp16,124,50,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g3.5_str0.3.png,fake,0.7900919914245605,0.06503462791442871
sd15_fp16_s50_g3.5_str0.3,00001,sd15,fp16,124,50,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g3.5_str0.3.png,real,0.3622,0.17
sd15_fp4_s40_g5.0_str0.3,00000,sd15,fp4,123,40,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g5.0_str0.3.png,real,0.2644536793231964,0.061865806579589844
sd15_fp4_s40_g5.0_str0.3,00000,sd15,fp4,123,40,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g5.0_str0.3.png,fake,0.6077,0.178
sd15_fp4_s40_g5.0_str0.3,00000,sd15,fp4,123,40,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g5.0_str0.3.png,real,0.0006911316886544228,0.10849881172180176
sd15_fp8_s30_g5.0_str0.3,00001,sd15,fp8,124,30,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g5.0_str0.3.png,fake,0.9204809665679932,0.0641934871673584
sd15_fp8_s30_g5.0_str0.3,00001,sd15,fp8,124,30,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g5.0_str0.3.png,real,0.3731,0.172
sd15_fp8_s30_g5.0_str0.3,00001,sd15,fp8,124,30,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s30_g5.0_str0.3.png,fake,0.9899052977561951,0.09470558166503906
sd15_fp4_s30_g3.5_str0.3,00000,sd15,fp4,123,30,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g3.5_str0.3.png,real,0.29632025957107544,0.0628206729888916
sd15_fp4_s30_g3.5_str0.3,00000,sd15,fp4,123,30,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g3.5_str0.3.png,fake,0.5962,0.18
sd15_fp4_s30_g3.5_str0.3,00000,sd15,fp4,123,30,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g3.5_str0.3.png,real,0.02289906144142151,0.08976340293884277
sd15_fp8_s50_g3.5_str0.6,00001,sd15,fp8,124,50,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s50_g3.5_str0.6.png,fake,0.9737551212310791,0.06328749656677246
sd15_fp8_s50_g3.5_str0.6,00001,sd15,fp8,124,50,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s50_g3.5_str0.6.png,real,0.3596,0.178
sd15_fp8_s50_g3.5_str0.6,00001,sd15,fp8,124,50,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp8_seed124_s50_g3.5_str0.6.png,fake,0.9989238381385803,0.09319257736206055
sd15_fp16_s40_g3.5_str0.45,00001,sd15,fp16,124,40,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g3.5_str0.45.png,fake,0.9315100908279419,0.06143450736999512
sd15_fp16_s40_g3.5_str0.45,00001,sd15,fp16,124,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g3.5_str0.45.png,real,0.3787,0.167
sd15_fp16_s40_g3.5_str0.45,00001,sd15,fp16,124,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g3.5_str0.45.png,fake,0.9932131767272949,0.08887028694152832
sd15_fp4_s40_g3.5_str0.45,00000,sd15,fp4,123,40,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g3.5_str0.45.png,fake,0.8711693286895752,0.06454133987426758
sd15_fp4_s40_g3.5_str0.45,00000,sd15,fp4,123,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g3.5_str0.45.png,fake,0.5745,0.169
sd15_fp4_s40_g3.5_str0.45,00000,sd15,fp4,123,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s40_g3.5_str0.45.png,real,0.29216137528419495,0.09460067749023438
sd3_fp16_s40_g6.5_str0.45,00001,sd3,fp16,124,40,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g6.5_str0.45.png,real,0.0015640968922525644,0.061367034912109375
sd3_fp16_s40_g6.5_str0.45,00001,sd3,fp16,124,40,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g6.5_str0.45.png,real,0.3594,0.167
sd3_fp16_s40_g6.5_str0.45,00001,sd3,fp16,124,40,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g6.5_str0.45.png,fake,0.9972972273826599,0.09366440773010254
sd15_fp4_s30_g6.5_str0.3,00000,sd15,fp4,123,30,6.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g6.5_str0.3.png,real,0.3010060489177704,0.06473088264465332
sd15_fp4_s30_g6.5_str0.3,00000,sd15,fp4,123,30,6.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g6.5_str0.3.png,fake,0.603,0.171
sd15_fp4_s30_g6.5_str0.3,00000,sd15,fp4,123,30,6.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp4_seed123_s30_g6.5_str0.3.png,real,0.0073344167321920395,0.09440469741821289
sd3_fp16_s40_g6.5_str0.45,00000,sd3,fp16,123,40,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.45.png,fake,0.6445336937904358,0.06190919876098633
sd3_fp16_s40_g6.5_str0.45,00000,sd3,fp16,123,40,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.45.png,real,0.4262,0.18
sd3_fp16_s40_g6.5_str0.45,00000,sd3,fp16,123,40,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.45.png,real,2.637276248079745e-13,0.09475231170654297
sd15_fp16_s50_g5.0_str0.3,00001,sd15,fp16,124,50,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.3.png,fake,0.8346058130264282,0.0625617504119873
sd15_fp16_s50_g5.0_str0.3,00001,sd15,fp16,124,50,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.3.png,real,0.3729,0.171
sd15_fp16_s50_g5.0_str0.3,00001,sd15,fp16,124,50,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s50_g5.0_str0.3.png,fake,0.9886950850486755,0.08985495567321777
sd15_fp16_s40_g5.0_str0.6,00001,sd15,fp16,124,40,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.6.png,fake,0.9665653705596924,0.06459856033325195
sd15_fp16_s40_g5.0_str0.6,00001,sd15,fp16,124,40,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.6.png,real,0.3658,0.172
sd15_fp16_s40_g5.0_str0.6,00001,sd15,fp16,124,40,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.6.png,fake,0.9981671571731567,0.10079336166381836
sd15_fp4_s50_g6.5_str0.45,00001,sd15,fp4,124,50,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g6.5_str0.45.png,fake,0.9411518573760986,0.0636296272277832
sd15_fp4_s50_g6.5_str0.45,00001,sd15,fp4,124,50,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g6.5_str0.45.png,real,0.3783,0.165
sd15_fp4_s50_g6.5_str0.45,00001,sd15,fp4,124,50,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g6.5_str0.45.png,fake,0.9951240420341492,0.09461021423339844
sd15_fp4_s50_g5.0_str0.45,00001,sd15,fp4,124,50,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g5.0_str0.45.png,fake,0.9315378069877625,0.06393051147460938
sd15_fp4_s50_g5.0_str0.45,00001,sd15,fp4,124,50,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g5.0_str0.45.png,real,0.375,0.166
sd15_fp4_s50_g5.0_str0.45,00001,sd15,fp4,124,50,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s50_g5.0_str0.45.png,fake,0.9950026869773865,0.09231090545654297
sd15_fp8_s50_g6.5_str0.45,00000,sd15,fp8,123,50,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g6.5_str0.45.png,fake,0.7394965291023254,0.06403946876525879
sd15_fp8_s50_g6.5_str0.45,00000,sd15,fp8,123,50,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g6.5_str0.45.png,fake,0.5911,0.173
sd15_fp8_s50_g6.5_str0.45,00000,sd15,fp8,123,50,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s50_g6.5_str0.45.png,fake,0.5987776517868042,0.08972978591918945
sd15_fp4_s30_g6.5_str0.45,00001,sd15,fp4,124,30,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.45.png,real,0.3737,0.169
sd15_fp4_s30_g6.5_str0.45,00001,sd15,fp4,124,30,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.45.png,fake,0.9951567053794861,0.09219121932983398
sd15_fp8_s30_g3.5_str0.45,00000,sd15,fp8,123,30,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s30_g3.5_str0.45.png,fake,0.8935507535934448,0.0646522045135498
sd15_fp8_s30_g3.5_str0.45,00000,sd15,fp8,123,30,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s30_g3.5_str0.45.png,fake,0.5538,0.17
sd15_fp8_s30_g3.5_str0.45,00000,sd15,fp8,123,30,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp8_seed123_s30_g3.5_str0.45.png,real,0.05426892265677452,0.08977437019348145
sd3_fp16_s50_g5.0_str0.3,00001,sd3,fp16,124,50,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s50_g5.0_str0.3.png,real,0.005072339903563261,0.06170845031738281
sd3_fp16_s50_g5.0_str0.3,00001,sd3,fp16,124,50,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s50_g5.0_str0.3.png,real,0.3553,0.171
sd3_fp16_s50_g5.0_str0.3,00001,sd3,fp16,124,50,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s50_g5.0_str0.3.png,fake,0.9971713423728943,0.09083795547485352
sd3_fp16_s40_g5.0_str0.45,00000,sd3,fp16,123,40,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g5.0_str0.45.png,fake,0.7104385495185852,0.062259674072265625
sd3_fp16_s40_g5.0_str0.45,00000,sd3,fp16,123,40,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g5.0_str0.45.png,real,0.4199,0.173
sd3_fp16_s40_g5.0_str0.45,00000,sd3,fp16,123,40,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g5.0_str0.45.png,real,3.443785783884684e-13,0.09107708930969238
sd15_fp16_s30_g3.5_str0.3,00001,sd15,fp16,124,30,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g3.5_str0.3.png,fake,0.8195278644561768,0.06466054916381836
sd15_fp16_s30_g3.5_str0.3,00001,sd15,fp16,124,30,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g3.5_str0.3.png,real,0.3665,0.178
sd15_fp16_s30_g3.5_str0.3,00001,sd15,fp16,124,30,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s30_g3.5_str0.3.png,fake,0.9729440808296204,0.09542512893676758
sd15_fp16_s40_g5.0_str0.45,00001,sd15,fp16,124,40,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.45.png,fake,0.9508634805679321,0.06709527969360352
sd15_fp16_s40_g5.0_str0.45,00001,sd15,fp16,124,40,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.45.png,real,0.3785,0.173
sd15_fp16_s40_g5.0_str0.45,00001,sd15,fp16,124,40,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp16_seed124_s40_g5.0_str0.45.png,fake,0.999492883682251,0.09442353248596191
sd15_fp16_s40_g5.0_str0.45,00000,sd15,fp16,123,40,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp16_seed123_s40_g5.0_str0.45.png,fake,0.8687630891799927,0.06806612014770508
sd15_fp16_s40_g5.0_str0.45,00000,sd15,fp16,123,40,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp16_seed123_s40_g5.0_str0.45.png,fake,0.5593,0.175
sd15_fp16_s40_g5.0_str0.45,00000,sd15,fp16,123,40,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd15_fp16_seed123_s40_g5.0_str0.45.png,real,0.2673253118991852,0.09138751029968262
sd3_fp16_s40_g3.5_str0.3,00001,sd3,fp16,124,40,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g3.5_str0.3.png,real,0.0026463393587619066,0.06683778762817383
sd3_fp16_s40_g3.5_str0.3,00001,sd3,fp16,124,40,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g3.5_str0.3.png,real,0.3611,0.164
sd3_fp16_s40_g3.5_str0.3,00001,sd3,fp16,124,40,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s40_g3.5_str0.3.png,fake,0.9874309301376343,0.08652424812316895
sd15_fp4_s30_g6.5_str0.6,00001,sd15,fp4,124,30,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.6.png,fake,0.979462206363678,0.06414318084716797
sd15_fp4_s30_g6.5_str0.6,00001,sd15,fp4,124,30,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.6.png,real,0.348,0.169
sd15_fp4_s30_g6.5_str0.6,00001,sd15,fp4,124,30,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.6.png,fake,0.8717125058174133,0.08876872062683105
sd3_fp16_s50_g5.0_str0.3,00000,sd3,fp16,123,50,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s50_g5.0_str0.3.png,fake,0.8016860485076904,0.0683743953704834
sd3_fp16_s50_g5.0_str0.3,00000,sd3,fp16,123,50,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s50_g5.0_str0.3.png,real,0.428,0.174
sd3_fp16_s50_g5.0_str0.3,00000,sd3,fp16,123,50,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s50_g5.0_str0.3.png,real,2.741510733434826e-14,0.08987641334533691
sd3_fp16_s30_g5.0_str0.45,00001,sd3,fp16,124,30,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s30_g5.0_str0.45.png,real,0.006682483945041895,0.06448101997375488
sd3_fp16_s30_g5.0_str0.45,00001,sd3,fp16,124,30,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s30_g5.0_str0.45.png,real,0.3727,0.167
sd3_fp16_s30_g5.0_str0.45,00001,sd3,fp16,124,30,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp16_seed124_s30_g5.0_str0.45.png,fake,0.9975715279579163,0.09087657928466797
sd3_fp16_s40_g6.5_str0.3,00000,sd3,fp16,123,40,6.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.3.png,fake,0.8885286450386047,0.061064720153808594
sd3_fp16_s40_g6.5_str0.3,00000,sd3,fp16,123,40,6.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.3.png,real,0.4284,0.179
sd3_fp16_s40_g6.5_str0.3,00000,sd3,fp16,123,40,6.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp16_seed123_s40_g6.5_str0.3.png,real,1.6154081915650798e-15,0.09117007255554199
